"","SMS","male","Age","donated","Roma_Inf"
"35380","Neutral Child",0,34,0,1
"35381","Roma Rights",1,36,0,1
"35382","Greek Rights",1,70,0,1
"35383","Greek Rights",0,35,0,1
"35384","Greek Child",0,31,0,1
"35385","Greek Child",1,34,0,1
"35386","Neutral Child",0,34,0,1
"35387","Roma Rights",1,41,0,1
"35388","Roma Child",0,54,0,1
"35389","Roma Rights",0,60,0,1
"35390","Neutral Rights",1,34,0,1
"35391","Greek Rights",0,51,0,1
"35392","Greek Child",0,36,0,1
"35393","Greek Rights",0,34,0,1
"35394","Greek Child",0,39,0,1
"35395","Neutral Rights",0,41,0,1
"35396","Neutral Rights",1,38,0,1
"35397","Roma Child",1,39,0,1
"35398","Roma Child",1,34,0,1
"35399","Greek Rights",1,30,0,1
"35400","Greek Child",0,43,0,1
"35401","Greek Child",1,27,0,1
"35402","Greek Child",0,30,0,1
"35403","Roma Rights",0,96,0,1
"35404","Neutral Rights",0,30,0,1
"35405","Neutral Rights",1,40,0,1
"35406","Greek Rights",1,29,0,1
"35407","Greek Child",0,36,0,1
"35408","Roma Rights",1,32,0,1
"35409","Roma Child",0,35,0,1
"35410","Greek Child",1,30,0,1
"35411","Roma Child",0,39,0,1
"35412","Greek Child",0,33,1,1
"35413","Roma Child",1,30,0,1
"35414","Roma Child",1,42,0,1
"35415","Neutral Child",0,38,0,1
"35416","Roma Child",1,38,0,1
"35417","Roma Rights",0,49,0,1
"35418","Greek Rights",1,30,0,1
"35419","Greek Child",0,21,0,1
"35420","Greek Rights",1,34,0,1
"35421","Greek Rights",1,55,0,1
"35422","Greek Child",1,27,0,1
"35423","Roma Rights",0,37,0,1
"35424","Neutral Child",1,60,0,1
"35425","Greek Child",0,39,0,1
"35426","Neutral Rights",1,33,0,1
"35427","Greek Rights",0,35,0,1
"35428","Roma Child",1,32,0,1
"35429","Neutral Rights",1,39,0,1
"35430","Neutral Child",1,39,0,1
"35431","Neutral Child",1,45,0,1
"35432","Greek Rights",0,33,0,1
"35433","Greek Rights",1,47,0,1
"35434","Neutral Rights",0,45,0,1
"35435","Roma Rights",1,37,0,1
"35436","Roma Child",1,29,0,1
"35437","Neutral Child",0,37,0,1
"35438","Greek Rights",1,27,0,1
"35439","Roma Rights",0,35,0,1
"35440","Roma Child",1,54,0,1
"35441","Roma Rights",1,49,0,1
"35442","Neutral Child",0,36,0,1
"35443","Greek Child",1,32,0,1
"35444","Neutral Child",0,31,0,1
"35445","Greek Rights",1,37,0,1
"35446","Roma Child",1,32,0,1
"35447","Roma Rights",1,44,0,1
"35448","Greek Rights",0,29,0,1
"35449","Roma Child",1,86,0,1
"35450","Neutral Child",1,30,0,1
"35451","Greek Rights",0,43,0,1
"35452","Roma Rights",0,39,0,1
"35453","Roma Rights",1,39,0,1
"35454","Greek Child",0,33,0,1
"35455","Roma Child",1,39,0,1
"35456","Roma Rights",1,46,0,1
"35457","Greek Rights",0,34,0,1
"35458","Greek Rights",0,29,0,1
"35459","Greek Rights",0,29,0,1
"35460","Greek Rights",1,32,0,1
"35461","Greek Child",0,40,0,1
"35462","Greek Child",1,29,0,1
"35463","Greek Rights",1,16,0,1
"35464","Neutral Rights",0,96,0,1
"35465","Greek Rights",1,45,0,1
"35466","Greek Child",1,39,0,1
"35467","Roma Rights",0,96,0,1
"35468","Greek Rights",1,34,0,1
"35469","Greek Rights",0,34,0,1
"35470","Greek Rights",0,30,0,1
"35471","Roma Rights",0,28,0,1
"35472","Greek Child",0,36,0,1
"35473","Neutral Rights",1,34,0,1
"35474","Roma Child",1,27,0,1
"35475","Greek Child",1,31,0,1
"35476","Greek Rights",1,41,0,1
"35477","Greek Rights",1,30,0,1
"35478","Roma Child",0,34,0,1
"35479","Greek Child",1,29,0,1
"35480","Greek Rights",0,33,0,1
"35481","Roma Child",1,23,0,1
"35482","Greek Rights",1,33,0,1
"35483","Roma Child",0,30,0,1
"35484","Roma Rights",1,33,0,1
"35485","Roma Rights",1,41,0,1
"35486","Neutral Child",1,41,0,1
"35487","Roma Rights",1,30,0,1
"35488","Roma Rights",0,37,0,1
"35489","Greek Rights",0,43,0,1
"35490","Greek Rights",1,32,0,1
"35491","Greek Rights",1,30,0,1
"35492","Neutral Child",0,32,0,1
"35493","Roma Child",1,39,0,1
"35494","Neutral Rights",1,47,0,1
"35495","Neutral Rights",1,58,0,1
"35496","Neutral Rights",1,29,0,1
"35497","Neutral Child",1,33,0,1
"35498","Greek Rights",1,38,0,1
"35499","Neutral Rights",0,35,0,1
"35500","Roma Rights",0,31,0,1
"35501","Neutral Child",1,45,0,1
"35502","Neutral Child",1,43,0,1
"35503","Neutral Child",1,38,0,1
"35504","Greek Rights",0,29,0,1
"35505","Roma Rights",1,50,0,1
"35506","Neutral Child",0,39,0,1
"35507","Greek Child",1,38,0,1
"35508","Greek Rights",1,96,0,1
"35509","Greek Child",1,41,0,1
"35510","Neutral Child",1,31,0,1
"35511","Neutral Child",0,30,0,1
"35512","Neutral Rights",0,67,0,1
"35513","Roma Child",1,54,0,1
"35514","Greek Child",1,31,0,1
"35515","Greek Rights",1,87,0,1
"35516","Neutral Child",1,76,0,1
"35517","Roma Child",0,37,0,1
"35518","Roma Rights",1,31,0,1
"35519","Roma Child",1,36,0,1
"35520","Roma Child",1,47,0,1
"35521","Roma Rights",1,96,0,1
"35522","Greek Child",1,45,0,1
"35523","Neutral Child",0,33,0,1
"35524","Greek Rights",1,39,0,1
"35525","Greek Rights",0,38,0,1
"35526","Roma Rights",1,29,0,1
"35527","Roma Rights",1,96,0,1
"35528","Neutral Rights",1,32,0,1
"35529","Neutral Rights",1,38,0,1
"35530","Roma Child",1,32,0,1
"35531","Neutral Rights",0,32,0,1
"35532","Neutral Rights",0,35,0,1
"35533","Neutral Child",1,30,0,1
"35534","Greek Child",1,32,0,1
"35535","Neutral Rights",1,30,0,1
"35536","Roma Rights",1,38,0,1
"35537","Roma Child",0,33,0,1
"35538","Roma Rights",0,31,0,1
"35539","Greek Child",1,32,0,1
"35540","Roma Child",0,31,0,1
"35541","Greek Child",1,26,0,1
"35542","Neutral Child",0,32,0,1
"35543","Greek Rights",1,32,0,1
"35544","Roma Child",0,35,0,1
"35545","Greek Child",1,35,0,1
"35546","Roma Child",1,41,0,1
"35547","Greek Child",1,27,0,1
"35548","Roma Child",1,46,0,1
"35549","Neutral Rights",1,44,0,1
"35550","Roma Rights",1,27,0,1
"35551","Roma Rights",0,43,0,1
"35552","Greek Rights",1,46,0,1
"35553","Roma Rights",1,30,0,1
"35554","Greek Rights",0,43,0,1
"35555","Neutral Child",0,36,0,1
"35556","Roma Rights",0,47,0,1
"35557","Neutral Child",1,36,0,1
"35558","Roma Child",1,37,0,1
"35559","Roma Child",0,39,0,1
"35560","Greek Rights",1,31,0,1
"35561","Greek Child",0,44,0,1
"35562","Roma Child",1,55,0,1
"35563","Neutral Child",1,27,0,1
"35564","Greek Rights",1,73,0,1
"35565","Neutral Child",0,32,0,1
"35566","Greek Rights",1,37,0,1
"35567","Greek Child",0,91,0,1
"35568","Roma Rights",0,38,0,1
"35569","Greek Child",1,43,0,1
"35570","Roma Child",1,27,0,1
"35571","Neutral Rights",1,41,0,1
"35572","Roma Rights",1,45,0,1
"35573","Greek Rights",1,38,0,1
"35574","Neutral Child",0,34,0,1
"35575","Greek Rights",0,44,0,1
"35576","Greek Child",0,31,0,1
"35577","Neutral Rights",1,94,0,1
"35578","Neutral Rights",0,31,0,1
"35579","Roma Child",1,26,0,1
"35580","Greek Rights",1,30,0,1
"35581","Greek Rights",1,31,0,1
"35582","Roma Child",1,40,0,1
"35583","Roma Rights",1,31,0,1
"35584","Neutral Rights",1,31,0,1
"35585","Neutral Rights",1,28,0,1
"35586","Greek Child",1,30,0,1
"35587","Roma Rights",0,32,0,1
"35588","Roma Rights",1,32,0,1
"35589","Roma Child",1,35,0,1
"35590","Roma Rights",0,47,0,1
"35591","Greek Rights",1,36,0,1
"35592","Greek Rights",0,36,0,1
"35593","Roma Child",1,34,0,1
"35594","Neutral Rights",1,29,0,1
"35595","Greek Rights",0,33,0,1
"35596","Neutral Rights",1,41,0,1
"35597","Neutral Rights",0,76,0,1
"35598","Greek Rights",0,28,0,1
"35599","Roma Rights",1,28,0,1
"35600","Roma Child",0,16,0,1
"35601","Greek Rights",1,28,0,1
"35602","Roma Rights",1,32,0,1
"35603","Roma Rights",1,46,0,1
"35604","Roma Rights",0,35,0,1
"35605","Greek Rights",1,35,0,1
"35606","Roma Child",0,34,0,1
"35607","Neutral Rights",0,29,0,1
"35608","Greek Child",1,37,0,1
"35609","Greek Child",0,35,0,1
"35610","Greek Rights",1,66,0,1
"35611","Greek Rights",1,34,0,1
"35612","Roma Child",1,40,0,1
"35613","Roma Rights",1,37,0,1
"35614","Neutral Rights",1,41,0,1
"35615","Roma Child",0,38,0,1
"35616","Roma Rights",1,39,0,1
"35617","Neutral Rights",1,39,0,1
"35618","Neutral Rights",0,36,0,1
"35619","Greek Child",1,60,0,1
"35620","Neutral Rights",1,29,0,1
"35621","Roma Child",1,27,0,1
"35622","Greek Rights",0,36,0,1
"35623","Neutral Child",1,24,0,1
"35624","Greek Rights",1,44,0,1
"35625","Roma Child",0,29,0,1
"35626","Greek Rights",1,47,0,1
"35627","Roma Rights",1,34,0,1
"35628","Roma Child",1,29,0,1
"35629","Roma Child",1,34,0,1
"35630","Roma Rights",0,46,0,1
"35631","Roma Child",1,38,0,1
"35632","Roma Rights",1,31,0,1
"35633","Greek Rights",1,32,0,1
"35634","Roma Child",0,31,0,1
"35635","Neutral Child",1,33,0,1
"35636","Greek Child",1,52,0,1
"35637","Roma Child",0,33,0,1
"35638","Neutral Rights",1,29,0,1
"35639","Roma Child",0,34,0,1
"35640","Roma Child",1,47,0,1
"35641","Greek Rights",1,36,0,1
"35642","Greek Rights",1,36,0,1
"35643","Roma Rights",0,49,0,1
"35644","Greek Rights",1,31,0,1
"35645","Neutral Child",1,40,0,1
"35646","Roma Rights",0,40,0,1
"35647","Greek Child",1,40,0,1
"35648","Roma Child",1,39,0,1
"35649","Roma Child",1,38,0,1
"35650","Roma Rights",0,30,0,1
"35651","Roma Rights",1,96,0,1
"35652","Greek Child",1,32,0,1
"35653","Greek Child",1,47,0,1
"35654","Greek Rights",0,36,0,1
"35655","Roma Rights",1,32,0,1
"35656","Greek Rights",1,41,0,1
"35657","Neutral Rights",0,49,0,1
"35658","Roma Rights",0,38,0,1
"35659","Roma Child",0,37,0,1
"35660","Greek Rights",0,26,0,1
"35661","Neutral Rights",1,87,0,1
"35662","Roma Rights",1,36,0,1
"35663","Greek Child",1,32,0,1
"35664","Neutral Child",0,30,0,1
"35665","Greek Rights",0,34,0,1
"35666","Greek Rights",0,32,0,1
"35667","Greek Child",1,34,0,1
"35668","Greek Child",1,37,0,1
"35669","Greek Child",1,76,0,1
"35670","Roma Rights",0,39,0,1
"35671","Greek Child",0,49,0,1
"35672","Greek Child",1,37,0,1
"35673","Greek Child",0,96,0,1
"35674","Roma Rights",1,96,0,1
"35675","Roma Child",1,41,0,1
"35676","Neutral Rights",1,35,0,1
"35677","Greek Rights",1,33,0,1
"35678","Roma Child",1,40,0,1
"35679","Greek Rights",1,43,0,1
"35680","Greek Child",1,49,0,1
"35681","Neutral Rights",0,38,0,1
"35682","Neutral Rights",1,53,0,1
"35683","Greek Child",0,42,0,1
"35684","Roma Child",1,28,0,1
"35685","Neutral Rights",0,33,0,1
"35686","Greek Child",1,33,0,1
"35687","Greek Child",1,33,0,1
"35688","Greek Child",0,61,0,1
"35689","Greek Rights",1,34,0,1
"35690","Roma Rights",1,30,0,1
"35691","Greek Rights",0,41,0,1
"35692","Roma Rights",1,35,0,1
"35693","Roma Rights",0,37,0,1
"35694","Roma Rights",0,37,0,1
"35695","Neutral Child",0,41,0,1
"35696","Neutral Rights",1,30,0,1
"35697","Neutral Rights",0,30,0,1
"35698","Neutral Rights",0,86,0,1
"35699","Greek Rights",1,54,0,1
"35700","Roma Rights",1,31,0,1
"35701","Greek Child",0,29,0,1
"35702","Neutral Rights",1,42,0,1
"35703","Roma Rights",0,28,0,1
"35704","Roma Child",1,46,0,1
"35705","Roma Rights",0,29,0,1
"35706","Greek Rights",0,31,0,1
"35707","Roma Child",0,28,0,1
"35708","Neutral Rights",1,31,0,1
"35709","Greek Child",1,40,0,1
"35710","Greek Child",0,38,0,1
"35711","Greek Rights",0,49,0,1
"35712","Greek Rights",1,37,0,1
"35713","Roma Rights",1,45,0,1
"35714","Greek Child",1,38,0,1
"35715","Greek Child",1,47,0,1
"35716","Roma Child",1,33,0,1
"35717","Greek Child",1,31,0,1
"35718","Greek Child",1,43,0,1
"35719","Roma Child",1,37,0,1
"35720","Roma Child",1,96,0,1
"35721","Roma Rights",1,34,0,1
"35722","Roma Child",1,40,0,1
"35723","Greek Child",1,31,0,1
"35724","Greek Rights",0,33,0,1
"35725","Neutral Child",1,30,0,1
"35726","Neutral Child",1,56,0,1
"35727","Neutral Rights",0,56,0,1
"35728","Roma Child",0,41,0,1
"35729","Greek Rights",0,31,0,1
"35730","Neutral Child",1,33,0,1
"35731","Roma Child",1,31,0,1
"35732","Greek Child",1,31,0,1
"35733","Greek Child",0,87,0,1
"35734","Greek Child",1,38,0,1
"35735","Greek Rights",0,30,0,1
"35736","Roma Child",1,51,0,1
"35737","Greek Child",1,42,0,1
"35738","Roma Child",0,24,0,1
"35739","Neutral Child",1,38,0,1
"35740","Roma Rights",1,50,0,1
"35741","Greek Child",0,31,0,1
"35742","Greek Rights",1,96,0,1
"35743","Greek Rights",1,33,0,1
"35744","Greek Child",1,34,0,1
"35745","Roma Child",1,32,0,1
"35746","Greek Rights",1,41,0,1
"35747","Greek Rights",1,36,0,1
"35748","Greek Rights",1,59,0,1
"35749","Neutral Rights",1,38,0,1
"35750","Greek Child",1,34,0,1
"35751","Greek Rights",1,28,0,1
"35752","Roma Child",1,69,0,1
"35753","Neutral Child",0,35,0,1
"35754","Neutral Rights",1,37,0,1
"35755","Roma Rights",0,47,0,1
"35756","Neutral Rights",1,34,0,1
"35757","Greek Child",1,43,0,0
"35758","Roma Child",1,34,0,0
"35759","Neutral Rights",1,39,0,1
"35760","Roma Rights",0,45,0,1
"35761","Greek Rights",0,38,0,1
"35762","Roma Child",1,46,0,1
"35763","Neutral Child",1,60,0,1
"35764","Roma Child",1,62,0,1
"35765","Neutral Child",1,30,0,1
"35766","Greek Child",1,62,1,1
"35767","Neutral Child",0,30,0,1
"35768","Roma Child",1,33,0,1
"35769","Greek Child",0,25,0,1
"35770","Neutral Child",0,38,0,1
"35771","Roma Rights",1,31,0,1
"35772","Roma Rights",1,39,0,1
"35773","Greek Rights",1,33,0,1
"35774","Neutral Child",1,28,0,1
"35775","Roma Rights",0,42,0,1
"35776","Roma Child",1,28,0,1
"35777","Neutral Child",0,36,0,1
"35778","Roma Child",1,31,0,1
"35779","Roma Child",1,48,0,1
"35780","Roma Child",1,36,0,1
"35781","Roma Rights",1,31,0,1
"35782","Roma Child",0,43,0,1
"35783","Neutral Rights",1,56,0,1
"35784","Neutral Rights",0,32,0,1
"35785","Greek Child",1,34,0,1
"35786","Neutral Child",1,27,0,1
"35787","Neutral Rights",1,38,0,1
"35788","Roma Rights",0,32,0,1
"35789","Roma Child",1,31,0,1
"35790","Greek Rights",1,16,0,1
"35791","Roma Rights",1,39,0,1
"35792","Roma Child",0,36,0,1
"35793","Greek Child",1,37,0,1
"35794","Greek Child",1,39,0,1
"35795","Roma Rights",1,60,0,1
"35796","Roma Child",1,32,0,1
"35797","Roma Rights",1,37,0,1
"35798","Neutral Child",0,34,0,0
"35799","Greek Rights",0,33,0,0
"35800","Greek Rights",1,32,0,0
"35801","Greek Rights",1,16,0,0
"35802","Roma Child",1,34,0,0
"35803","Neutral Child",1,30,0,0
"35804","Roma Child",1,45,0,0
"35805","Neutral Child",1,48,0,0
"35806","Neutral Child",1,44,0,0
"35807","Roma Child",0,28,0,0
"35808","Greek Rights",0,39,0,0
"35809","Neutral Child",1,36,0,0
"35810","Roma Rights",0,34,0,0
"35811","Neutral Rights",1,35,0,0
"35812","Greek Rights",1,34,0,0
"35813","Neutral Child",1,32,0,0
"35814","Roma Rights",1,34,0,0
"35815","Roma Child",1,30,0,0
"35816","Neutral Child",1,30,0,0
"35817","Greek Rights",1,36,0,0
"35818","Neutral Child",1,35,0,0
"35819","Neutral Child",1,33,0,0
"35820","Greek Rights",1,36,0,0
"35821","Roma Child",1,26,0,0
"35822","Roma Child",1,32,0,0
"35823","Roma Rights",1,33,0,0
"35824","Roma Rights",1,33,0,0
"35825","Roma Child",1,31,0,0
"35826","Neutral Rights",1,30,0,0
"35827","Neutral Rights",1,30,0,0
"35828","Greek Child",1,30,0,0
"35829","Roma Rights",1,33,0,0
"35830","Greek Child",1,30,0,0
"35831","Greek Child",1,64,0,0
"35832","Greek Child",1,96,0,0
"35833","Roma Rights",0,29,0,0
"35834","Roma Child",1,33,0,0
"35835","Greek Rights",1,36,0,0
"35836","Roma Child",1,37,0,0
"35837","Neutral Rights",1,30,0,0
"35838","Greek Child",0,31,0,0
"35839","Neutral Rights",1,46,0,0
"35840","Greek Child",1,31,0,0
"35841","Neutral Rights",0,29,0,0
"35842","Greek Rights",1,59,0,0
"35843","Neutral Rights",0,31,0,0
"35844","Roma Rights",0,32,0,0
"35845","Roma Rights",0,86,0,0
"35846","Roma Child",1,36,0,0
"35847","Greek Child",0,36,0,0
"35848","Roma Rights",1,43,0,0
"35849","Roma Rights",1,37,0,0
"35850","Greek Child",1,29,0,0
"35851","Greek Child",1,44,0,0
"35852","Roma Rights",0,31,0,0
"35853","Greek Child",1,37,0,0
"35854","Greek Child",1,32,0,0
"35855","Roma Rights",0,35,0,0
"35856","Neutral Child",1,38,0,0
"35857","Roma Rights",1,31,0,0
"35858","Roma Child",0,43,0,0
"35859","Greek Child",0,68,0,0
"35860","Greek Rights",0,36,0,0
"35861","Neutral Child",0,30,0,0
"35862","Neutral Rights",1,29,0,0
"35863","Greek Rights",1,36,0,0
"35864","Greek Rights",1,41,0,0
"35865","Greek Child",0,46,0,0
"35866","Greek Rights",0,56,0,0
"35867","Roma Rights",1,34,0,0
"35868","Neutral Child",1,34,0,0
"35869","Greek Child",0,31,0,0
"35870","Roma Child",1,31,0,0
"35871","Neutral Rights",1,39,0,0
"35872","Greek Child",0,34,0,0
"35873","Neutral Child",1,37,0,0
"35874","Roma Child",1,40,0,0
"35875","Neutral Rights",0,32,0,0
"35876","Roma Rights",0,29,0,0
"35877","Roma Rights",1,29,0,0
"35878","Roma Child",0,16,0,0
"35879","Greek Child",0,34,0,0
"35880","Roma Rights",1,34,0,0
"35881","Neutral Rights",0,34,0,0
"35882","Roma Rights",1,34,0,0
"35883","Roma Child",0,38,0,0
"35884","Greek Rights",1,34,0,0
"35885","Roma Child",1,41,0,0
"35886","Roma Child",1,38,0,0
"35887","Greek Child",0,31,0,0
"35888","Greek Rights",0,28,0,0
"35889","Greek Rights",1,38,0,0
"35890","Greek Rights",0,34,0,0
"35891","Greek Rights",0,34,0,0
"35892","Greek Child",0,47,0,0
"35893","Roma Child",1,28,0,0
"35894","Greek Rights",1,38,0,0
"35895","Greek Child",1,96,0,0
"35896","Greek Rights",1,34,0,0
"35897","Neutral Rights",1,33,0,0
"35898","Neutral Rights",1,93,0,0
"35899","Roma Rights",1,30,0,0
"35900","Greek Rights",1,29,0,0
"35901","Greek Rights",0,40,0,0
"35902","Greek Rights",1,51,1,0
"35903","Roma Rights",1,30,0,0
"35904","Roma Child",1,36,0,0
"35905","Greek Rights",1,33,0,0
"35906","Neutral Child",1,35,0,0
"35907","Greek Child",1,30,0,0
"35908","Roma Child",0,27,0,0
"35909","Roma Child",0,41,0,0
"35910","Roma Rights",1,39,0,0
"35911","Roma Rights",1,37,0,0
"35912","Roma Rights",1,29,0,0
"35913","Roma Child",0,34,0,0
"35914","Roma Child",1,35,0,0
"35915","Greek Child",1,37,0,0
"35916","Greek Child",1,27,0,0
"35917","Greek Child",1,31,0,0
"35918","Greek Rights",1,28,0,0
"35919","Roma Child",1,28,0,0
"35920","Greek Child",1,35,0,0
"35921","Roma Rights",1,35,0,0
"35922","Neutral Child",1,36,0,0
"35923","Roma Child",1,30,0,0
"35924","Greek Rights",0,30,0,0
"35925","Neutral Child",1,43,0,0
"35926","Roma Rights",0,35,0,0
"35927","Roma Rights",0,27,0,0
"35928","Greek Rights",1,38,0,0
"35929","Greek Rights",1,30,0,0
"35930","Neutral Child",1,43,0,0
"35931","Greek Child",1,39,0,0
"35932","Neutral Rights",1,46,0,0
"35933","Greek Rights",0,43,0,0
"35934","Roma Rights",0,36,0,0
"35935","Roma Child",1,38,0,0
"35936","Greek Rights",1,30,0,0
"35937","Roma Child",1,49,0,0
"35938","Greek Child",1,30,0,0
"35939","Greek Child",1,31,0,0
"35940","Roma Rights",0,36,0,0
"35941","Neutral Child",1,34,0,0
"35942","Greek Rights",0,32,0,0
"35943","Neutral Child",1,28,0,0
"35944","Roma Rights",1,29,0,0
"35945","Roma Child",1,45,0,0
"35946","Neutral Rights",0,29,0,0
"35947","Neutral Child",1,32,0,0
"35948","Roma Rights",1,30,0,0
"35949","Neutral Child",0,30,0,0
"35950","Roma Rights",0,23,0,0
"35951","Greek Rights",1,89,0,0
"35952","Roma Child",1,93,0,0
"35953","Roma Child",1,36,0,0
"35954","Roma Child",1,32,0,0
"35955","Greek Child",0,38,0,0
"35956","Greek Rights",1,41,0,0
"35957","Roma Child",1,26,0,0
"35958","Roma Rights",1,27,0,0
"35959","Neutral Rights",1,27,0,0
"35960","Roma Child",0,34,0,0
"35961","Roma Rights",1,94,0,0
"35962","Roma Rights",1,35,0,0
"35963","Greek Child",1,30,0,0
"35964","Greek Child",1,37,0,0
"35965","Neutral Child",1,36,0,0
"35966","Neutral Rights",1,39,0,0
"35967","Neutral Rights",0,39,0,0
"35968","Greek Child",0,29,0,0
"35969","Neutral Child",0,34,0,0
"35970","Greek Rights",0,34,0,0
"35971","Neutral Rights",0,36,0,0
"35972","Greek Rights",1,34,0,0
"35973","Neutral Rights",1,43,0,1
"35974","Neutral Rights",1,36,0,1
"35975","Roma Child",1,33,0,1
"35976","Greek Child",1,40,0,1
"35977","Greek Rights",1,38,0,1
"35978","Neutral Rights",1,35,0,0
"35979","Neutral Rights",1,38,0,0
"35980","Roma Rights",0,34,0,0
"35981","Greek Rights",0,31,0,0
"35982","Greek Rights",0,40,0,0
"35983","Neutral Rights",1,38,0,0
"35984","Neutral Child",1,32,0,0
"35985","Roma Rights",1,61,0,0
"35986","Roma Rights",0,32,0,0
"35987","Roma Rights",0,42,0,0
"35988","Greek Rights",0,38,0,0
"35989","Roma Child",1,30,0,0
"35990","Greek Rights",0,39,0,0
"35991","Roma Child",1,30,0,0
"35992","Neutral Child",1,31,0,0
"35993","Roma Child",1,29,0,0
"35994","Greek Child",1,29,0,0
"35995","Roma Rights",1,96,0,0
"35996","Greek Child",1,44,0,0
"35997","Greek Child",0,34,0,0
"35998","Roma Rights",1,34,0,0
"35999","Greek Child",0,36,0,0
"36000","Greek Rights",0,30,0,0
"36001","Greek Rights",1,42,0,0
"36002","Greek Rights",1,29,0,0
"36003","Roma Child",0,31,0,0
"36004","Roma Child",1,43,0,0
"36005","Greek Rights",1,33,0,0
"36006","Roma Rights",0,31,0,0
"36007","Greek Rights",0,33,0,0
"36008","Neutral Child",1,36,0,0
"36009","Roma Child",1,51,0,0
"36010","Neutral Child",1,36,0,0
"36011","Greek Child",1,43,0,0
"36012","Greek Rights",1,29,0,0
"36013","Greek Child",1,32,0,0
"36014","Greek Rights",1,27,0,0
"36015","Roma Child",0,33,0,0
"36016","Neutral Child",1,34,0,0
"36017","Neutral Rights",1,36,0,0
"36018","Neutral Child",1,32,0,0
"36019","Greek Child",0,32,0,0
"36020","Roma Child",0,29,0,0
"36021","Greek Rights",1,39,0,0
"36022","Greek Rights",0,28,0,0
"36023","Roma Child",1,33,0,0
"36024","Greek Child",1,31,0,0
"36025","Roma Rights",1,32,0,0
"36026","Roma Child",1,43,0,0
"36027","Roma Rights",1,42,0,0
"36028","Greek Child",0,33,0,0
"36029","Greek Rights",1,51,0,0
"36030","Neutral Child",0,41,0,0
"36031","Greek Child",1,29,0,0
"36032","Neutral Rights",1,46,0,0
"36033","Roma Child",1,38,0,0
"36034","Neutral Rights",1,50,0,0
"36035","Greek Rights",1,48,0,0
"36036","Roma Rights",0,28,0,0
"36037","Neutral Rights",1,43,0,0
"36038","Roma Child",1,66,0,0
"36039","Roma Child",0,40,0,0
"36040","Roma Rights",1,32,0,0
"36041","Roma Child",1,48,0,0
"36042","Roma Rights",0,28,0,0
"36043","Neutral Child",0,32,0,0
"36044","Greek Rights",1,39,0,0
"36045","Neutral Rights",1,39,0,0
"36046","Roma Rights",1,33,0,0
"36047","Neutral Child",0,34,0,0
"36048","Roma Child",0,39,0,0
"36049","Neutral Child",0,35,0,0
"36050","Roma Child",0,31,0,0
"36051","Roma Rights",1,96,0,0
"36052","Greek Rights",0,32,0,0
"36053","Roma Child",1,34,0,0
"36054","Roma Rights",0,29,0,0
"36055","Roma Rights",0,40,0,0
"36056","Roma Rights",1,36,0,0
"36057","Neutral Rights",1,32,0,0
"36058","Neutral Rights",1,23,0,0
"36059","Roma Child",0,35,0,0
"36060","Neutral Rights",0,38,0,0
"36061","Greek Rights",1,35,0,0
"36062","Greek Child",1,30,0,0
"36063","Roma Rights",1,37,0,0
"36064","Neutral Child",1,27,0,0
"36065","Roma Child",1,38,0,0
"36066","Neutral Child",1,37,0,0
"36067","Neutral Rights",1,36,0,0
"36068","Greek Rights",1,33,0,0
"36069","Neutral Rights",1,37,0,0
"36070","Roma Rights",1,33,0,0
"36071","Roma Rights",0,30,0,0
"36072","Roma Child",1,34,0,0
"36073","Neutral Rights",1,44,0,0
"36074","Roma Child",1,27,0,0
"36075","Roma Rights",0,38,0,0
"36076","Neutral Rights",1,29,0,0
"36077","Neutral Rights",1,39,0,0
"36078","Neutral Rights",0,35,0,0
"36079","Neutral Child",1,39,0,0
"36080","Roma Child",0,32,0,0
"36081","Neutral Rights",1,35,0,0
"36082","Greek Child",1,38,0,0
"36083","Roma Rights",0,33,0,0
"36084","Roma Child",1,32,0,0
"36085","Greek Rights",1,49,0,0
"36086","Roma Rights",1,55,0,0
"36087","Roma Child",1,23,0,0
"36088","Greek Rights",1,23,0,0
"36089","Roma Rights",1,35,0,0
"36090","Greek Rights",1,34,0,0
"36091","Neutral Child",0,31,0,0
"36092","Greek Child",0,37,0,0
"36093","Neutral Rights",1,39,0,0
"36094","Neutral Child",0,34,0,0
"36095","Roma Child",1,33,0,0
"36096","Greek Rights",0,32,0,0
"36097","Roma Child",1,37,0,0
"36098","Greek Child",0,26,0,0
"36099","Greek Child",0,39,0,0
"36100","Roma Rights",1,44,0,0
"36101","Roma Child",0,40,0,0
"36102","Greek Rights",1,51,0,0
"36103","Greek Child",0,38,0,0
"36104","Greek Rights",1,36,0,0
"36105","Roma Child",1,33,0,0
"36106","Roma Rights",0,32,0,0
"36107","Greek Child",1,36,0,0
"36108","Greek Child",1,28,0,0
"36109","Roma Rights",1,31,0,0
"36110","Greek Rights",0,37,0,0
"36111","Roma Child",0,32,0,0
"36112","Roma Rights",1,33,0,0
"36113","Roma Child",1,40,0,0
"36114","Roma Child",0,36,0,0
"36115","Roma Child",1,33,0,0
"36116","Neutral Child",1,29,0,0
"36117","Greek Child",1,58,0,0
"36118","Neutral Rights",0,38,0,0
"36119","Roma Child",0,59,0,0
"36120","Neutral Rights",1,35,0,0
"36121","Greek Child",0,38,0,0
"36122","Greek Rights",1,45,0,0
"36123","Greek Child",1,32,0,0
"36124","Neutral Child",1,58,0,0
