"election_id","country","year","party_name","vote_share","seats","seats_total","left_right","state_market","liberty_authority","halfdecade","party_family"
418,"Belgium",1991,"Confederated ecologists for the organisation of original struggles",5.1,10,212,2.641,2.3887,1.3744,"(1989,1994]","Green/Ecologist"
418,"Belgium",1991,"National Front",1,1,212,9.655,8.0831,9.1382,"(1989,1994]","Right-wing"
418,"Belgium",1991,"Workers' Party of Belgium",0.49,0,212,1.3,1.4,3,"(1989,1994]","Communist/Socialist"
418,"Belgium",1991,"People's Union",5.9,10,212,6.5321,5.8809,6.06,"(1989,1994]","Right-wing"
418,"Belgium",1991,"Liberal Reformist Party",8.1,20,212,6.8551,7.2667,4.4381,"(1989,1994]","Liberal"
418,"Belgium",1991,"Flemish Christian Peoples Party",16.8,39,212,5.7667,5.5876,7.2083,"(1989,1994]","Christian democracy"
418,"Belgium",1991,"Radical Reformers Fighting for an Upright Society",3.2,3,212,6,6.7,3.5,"(1989,1994]","Liberal"
418,"Belgium",1991,"Francophone Democratic Front",1.5,3,212,6.1259,6.25,5.8,"(1989,1994]","Liberal"
418,"Belgium",1991,"Flemish Block",6.6,12,212,9.6622,7.695,9.5234,"(1989,1994]","Right-wing"
418,"Belgium",1991,"Socialist Party",12,28,212,3.2459,3.0183,3.0805,"(1989,1994]","Social democracy"
418,"Belgium",1991,"Party of Liberty and Progress | Flemish Liberals and Democrats",12,26,212,7.0053,7.7639,3.7139,"(1989,1994]","Liberal"
418,"Belgium",1991,"Francophone Christian Social Party -- Humanist Democratic Centre",7.7,18,212,5.4974,5.3711,6.6409,"(1989,1994]","Christian democracy"
418,"Belgium",1991,"Socialist Party [Francophone]",13.5,35,212,2.9307,2.5938,3.1712,"(1989,1994]","Social democracy"
418,"Belgium",1991,"Agalev -- Green",4.9,7,212,2.5762,2.0089,1.0234,"(1989,1994]","Green/Ecologist"
419,"Malta",1966,"Progressive Constitutionalist Party",1.46,0,50,7.4,6.4,7,"(1964,1969]","Conservative"
419,"Malta",1966,"Democratic Nationalist Party",1.29,0,50,3.3,3.5,3.5,"(1964,1969]","Social democracy"
419,"Malta",1966,"Nationalist Party",47.89,28,50,5.7143,4.6617,6.9173,"(1964,1969]","Conservative"
419,"Malta",1966,"Malta Labour Party",43.09,22,50,4.2105,5.1128,6.3158,"(1964,1969]","Social democracy"
419,"Malta",1966,"Christian Workers' Party",6,0,50,3.3,3.5,3.5,"(1964,1969]","Social democracy"
420,"Belgium",1977,"Belgian Socialist Party",27.03,62,212,2.5,3.5,3.5,"(1974,1979]","Social democracy"
420,"Belgium",1977,"Workers' Party of Belgium",0.4,0,212,1.3,1.4,3,"(1974,1979]","Communist/Socialist"
420,"Belgium",1977,"People's Union",10.04,20,212,6.5321,5.8809,6.06,"(1974,1979]","Right-wing"
420,"Belgium",1977,"Liberal Reformist Party",7.02,14,212,6.8551,7.2667,4.4381,"(1974,1979]","Liberal"
420,"Belgium",1977,"Walloon Rally",2.96,5,212,2.6,3.5,3.5,"(1974,1979]","Social democracy"
420,"Belgium",1977,"Liberal Party [Brussels Region]",NA,2,212,6,6.7,3.5,"(1974,1979]","Liberal"
420,"Belgium",1977,"Communist Party",2.72,2,212,1.4,1.4,3,"(1974,1979]","Communist/Socialist"
420,"Belgium",1977,"Flemish Christian Peoples Party",26.19,56,212,5.7667,5.5876,7.2083,"(1974,1979]","Christian democracy"
420,"Belgium",1977,"Francophone Democratic Front",4.26,10,212,6.1259,6.25,5.8,"(1974,1979]","Liberal"
420,"Belgium",1977,"Party of Liberty and Progress | Flemish Liberals and Democrats",8.54,17,212,7.0053,7.7639,3.7139,"(1974,1979]","Liberal"
420,"Belgium",1977,"Francophone Christian Social Party -- Humanist Democratic Centre",9.75,24,212,5.4974,5.3711,6.6409,"(1974,1979]","Christian democracy"
421,"New Zealand",1957,"Labour Party",48.31,41,80,4.483,3.9889,3.5,"(1954,1959]","Social democracy"
421,"New Zealand",1957,"National Party",44.21,39,80,6.7193,7.2299,7,"(1954,1959]","Conservative"
421,"New Zealand",1957,"Social Credit | Democratic Party",7.22,0,80,5.6,NA,NA,"(1954,1959]","Special issue"
423,"Estonia",2003,"Estonian Reform Party",17.7,19,101,7.8969,8.6246,5.2737,"(1999,2004]","Liberal"
423,"Estonia",2003,"People's Union of Estonia",13,13,101,4.5812,4.8509,6.9474,"(1999,2004]","Conservative"
423,"Estonia",2003,"Res Publica Party",24.6,28,101,8.4962,8.2456,6.1053,"(1999,2004]","Conservative"
423,"Estonia",2003,"Estonian Christian Democrats",1.1,0,101,7.5789,4.7368,9.7895,"(1999,2004]","Christian democracy"
423,"Estonia",2003,"Pro Patria Union",7.3,7,101,7.6169,6.414,7.3789,"(1999,2004]","Conservative"
423,"Estonia",2003,"Estonian Centre Party",25.4,28,101,3.9562,3.6421,4.9947,"(1999,2004]","Social democracy"
423,"Estonia",2003,"Social Democratic Party | Moderates",7,6,101,4.1915,3.4667,3.1737,"(1999,2004]","Social democracy"
423,"Estonia",2003,"Constitution Party -- Estonian United People's Party",2.2,0,101,2.0282,2.9413,6.3158,"(1999,2004]","Social democracy"
424,"Canada",1963,"Co-operative Commonwealth Federation | New Democratic Party",13.15,17,265,2.46,1.9195,1.1134,"(1959,1964]","Social democracy"
424,"Canada",1963,"Liberal Party of Canada",41.72,129,265,5.0552,5.3509,3.4615,"(1959,1964]","Liberal"
424,"Canada",1963,"Communist (Labour-Progressive) Party",0.05,0,265,1.3,1.4,3,"(1959,1964]","Communist/Socialist"
424,"Canada",1963,"Progressive Conservative Party of Canada",32.83,95,265,6.7112,6.9659,5.997,"(1959,1964]","Conservative"
424,"Canada",1963,"Social Credit Party of Canada",11.92,24,265,7.8,6.4,7,"(1959,1964]","Conservative"
425,"Belgium",1961,"Liberal Party",12.33,20,212,6,6.7,3.5,"(1959,1964]","Liberal"
425,"Belgium",1961,"Belgian Socialist Party",36.7,84,212,2.5,3.5,3.5,"(1959,1964]","Social democracy"
425,"Belgium",1961,"People's Union",3.5,5,212,6.5321,5.8809,6.06,"(1959,1964]","Right-wing"
425,"Belgium",1961,"Communist Party",3.08,5,212,1.4,1.4,3,"(1959,1964]","Communist/Socialist"
425,"Belgium",1961,"Francophone Christian Social Party and Flemish Christian People's Party",41.5,96,212,6.2,5.7,7.2,"(1959,1964]","Christian democracy"
425,"Belgium",1961,"Catholics Lists",0.81,1,212,6.2,5.7,7.2,"(1959,1964]","Christian democracy"
425,"Belgium",1961,"no seat",0.63,0,212,NA,NA,NA,"(1959,1964]",NA
425,"Belgium",1961,"one seat",0.88,1,212,NA,NA,NA,"(1959,1964]",NA
427,"Switzerland",1999,"Radical Democratic Party",19.9,43,200,6.3249,8.0105,3.4159,"(1994,1999]","Liberal"
427,"Switzerland",1999,"Social Democratic Party of Switzerland",22.5,51,200,1.8319,1.7579,1.2281,"(1994,1999]","Social democracy"
427,"Switzerland",1999,"Greens",5,8,200,1.6886,1.7263,1.0316,"(1994,1999]","Green/Ecologist"
427,"Switzerland",1999,"Liberal Party of Switzerland",2.3,6,200,7.2961,8.477,4.2441,"(1994,1999]","Liberal"
427,"Switzerland",1999,"Catholic Conservative / Christian Democratic Peoples Party",15.9,35,200,4.7288,5.6421,7.1414,"(1994,1999]","Christian democracy"
427,"Switzerland",1999,"Feminists and Green-Alternative Groups",0.3,1,200,2.5,2.5,1.8,"(1994,1999]","Green/Ecologist"
427,"Switzerland",1999,"Protestant Peoples Party",1.8,3,200,4.9248,4.4498,7.5812,"(1994,1999]","Christian democracy"
427,"Switzerland",1999,"National Action -- Swiss Democrats",1.8,1,200,9.4247,6.2573,9.0409,"(1994,1999]","Right-wing"
427,"Switzerland",1999,"Swiss People's Party",22.5,44,200,7.3575,8.9684,8.3385,"(1994,1999]","Agrarian"
427,"Switzerland",1999,"Christian Social Party",0.4,1,200,6.2,5.7,7.2,"(1994,1999]","Christian democracy"
427,"Switzerland",1999,"Swiss Party of Labour",1,2,200,0.5263,0.5835,1.6148,"(1994,1999]","Communist/Socialist"
427,"Switzerland",1999,"Solidarity",0.5,1,200,1.3,1.4,3,"(1994,1999]","Communist/Socialist"
427,"Switzerland",1999,"Independents Alliance",0.7,1,200,3.3,3.5,3.5,"(1994,1999]","Social democracy"
427,"Switzerland",1999,"Federal Democratic Union of Switzerland",1.3,1,200,8.6579,6.3816,9.4247,"(1994,1999]","Conservative"
427,"Switzerland",1999,"Ticino League",0.9,2,200,8.8,5.9,8.5,"(1994,1999]","Right-wing"
427,"Switzerland",1999,"Automobile Party | Freedom Party of Switzerland",0.85,0,200,8.0556,5.9,8.5,"(1994,1999]","Right-wing"
428,"Sweden",1988,"Christian Democrats",2.9,0,349,7.195,6.7938,7.9997,"(1984,1989]","Christian democracy"
428,"Sweden",1988,"Moderate Party",18.3,66,349,7.8907,8.4089,5.6977,"(1984,1989]","Conservative"
428,"Sweden",1988,"Left Party (Communists)",5.8,21,349,1.5464,1.4121,2.4562,"(1984,1989]","Communist/Socialist"
428,"Sweden",1988,"People's Party",12.2,44,349,6.2906,7.3062,2.8515,"(1984,1989]","Liberal"
428,"Sweden",1988,"Social Democrats",43.2,156,349,3.4447,3.5655,4.4407,"(1984,1989]","Social democracy"
428,"Sweden",1988,"Greens",5.5,20,349,3.3789,3.3866,2.5198,"(1984,1989]","Green/Ecologist"
428,"Sweden",1988,"Centre Party",11.3,42,349,5.8084,5.9903,6.0583,"(1984,1989]","Agrarian"
429,"Norway",1957,"Communist Party of Norway",3.4,1,150,1.3,1.4,3,"(1954,1959]","Communist/Socialist"
429,"Norway",1957,"Norwegian Labour Party",48.3,78,150,3.3706,2.9574,2.7105,"(1954,1959]","Social democracy"
429,"Norway",1957,"Liberal Party of Norway",9.6,15,150,5.1467,5.9148,3.2581,"(1954,1959]","Liberal"
429,"Norway",1957,"Centre Party",9.6,15,150,4.6565,2.807,5.7644,"(1954,1959]","Agrarian"
429,"Norway",1957,"Conservative Party",16.8,29,150,7.8994,8.2957,3.584,"(1954,1959]","Conservative"
429,"Norway",1957,"Christian Democratic Party",10.2,12,150,5.8516,4.5865,9.198,"(1954,1959]","Christian democracy"
429,"Norway",1957,"no seat",0.52,0,150,NA,NA,NA,"(1954,1959]",NA
430,"Denmark",1950,"Danish Social Liberal Party",8.2,12,151,4.8736,5.318,2.3903,"(1949,1954]","Liberal"
430,"Denmark",1950,"Conservatives",17.8,27,151,7.2186,7.2931,6.5055,"(1949,1954]","Conservative"
430,"Denmark",1950,"Schleswig Party",0.3,0,151,NA,NA,NA,"(1949,1954]","Special issue"
430,"Denmark",1950,"Communist Party of Denmark",4.6,7,151,1,1.4,3,"(1949,1954]","Communist/Socialist"
430,"Denmark",1950,"Liberal Party",21.3,32,151,7.292,7.3696,4.9957,"(1949,1954]","Liberal"
430,"Denmark",1950,"Justice Party",8.2,12,151,6,6.7,3.5,"(1949,1954]","Liberal"
430,"Denmark",1950,"Social Democrats",39.6,59,151,3.8011,3.5292,4.2722,"(1949,1954]","Social democracy"
430,"Denmark",1950,"Greenland and Faroe Islands",NA,2,151,NA,NA,NA,"(1949,1954]",NA
432,"Bulgaria",2009,"Agrarian People's Union",2.25,0,17,5.5263,5.7895,5.9398,"(2004,2009]","Agrarian"
432,"Bulgaria",2009,"Attack",11.96,2,17,5.46,3.25,9.17,"(2004,2009]","Right-wing"
432,"Bulgaria",2009,"National Movement Simeon II",7.96,2,17,5.7567,5.8948,4.008,"(2004,2009]","Liberal"
432,"Bulgaria",2009,"Lider",5.7,0,17,6,6.7,3.5,"(2004,2009]","Liberal"
432,"Bulgaria",2009,"Order, Lawfulness and Justice",4.67,0,17,8.8,5.9,8.5,"(2004,2009]","Right-wing"
432,"Bulgaria",2009,"Coalition for Bulgaria | Democratic Left",18.5,4,17,2.8982,2.9629,5.741,"(2004,2009]","Social democracy"
432,"Bulgaria",2009,"Blue Coalition",7.95,1,17,7.4,6.4,7,"(2004,2009]","Conservative"
432,"Bulgaria",2009,"Movement for Rights and Freedoms",14.14,3,17,4.5828,4.413,6.229,"(2004,2009]","Liberal"
432,"Bulgaria",2009,"Citizens for European Development of Bulgaria",24.36,5,17,7.4,6.4,7,"(2004,2009]","Conservative"
433,"Japan",1979,"Socialist Democratic Federation",0.68,2,511,3.3,3.5,3.5,"(1974,1979]","Social democracy"
433,"Japan",1979,"New Liberal Club",3.02,4,511,7.4,6.4,7,"(1974,1979]","Conservative"
433,"Japan",1979,"Komeito Party",9.78,57,511,5.6871,4.4549,6.25,"(1974,1979]","Conservative"
433,"Japan",1979,"no party affiliation",4.89,19,511,NA,NA,NA,"(1974,1979]",NA
433,"Japan",1979,"Japan Socialist Party",19.71,107,511,2.6344,4.1367,3.121,"(1974,1979]","Social democracy"
433,"Japan",1979,"Democratic Socialist Party",6.78,35,511,6.1556,3.5,3.5,"(1974,1979]","Social democracy"
433,"Japan",1979,"Liberal Democratic Party",44.59,248,511,8.0252,4.8094,7.7747,"(1974,1979]","Conservative"
433,"Japan",1979,"Japan Communist Party",10.42,39,511,1.148,4.072,4.032,"(1974,1979]","Communist/Socialist"
434,"Denmark",1994,"Danish Social Liberal Party",8.5,1,16,4.8736,5.318,2.3903,"(1989,1994]","Liberal"
434,"Denmark",1994,"Conservatives",17.7,3,16,7.2186,7.2931,6.5055,"(1989,1994]","Conservative"
434,"Denmark",1994,"People's Movement against the EU",10.3,2,16,1.835,1.835,3.875,"(1989,1994]","Special issue"
434,"Denmark",1994,"Progress Party",2.9,0,16,9.0259,8.8396,6.6509,"(1989,1994]","Liberal"
434,"Denmark",1994,"Christian People's Party",1.1,0,16,5.6982,5.0887,7.0474,"(1989,1994]","Christian democracy"
434,"Denmark",1994,"June Movement",15.2,2,16,2.585,2.415,3.875,"(1989,1994]","Special issue"
434,"Denmark",1994,"Liberal Party",19,4,16,7.292,7.3696,4.9957,"(1989,1994]","Liberal"
434,"Denmark",1994,"Social Democrats",15.8,3,16,3.8011,3.5292,4.2722,"(1989,1994]","Social democracy"
434,"Denmark",1994,"Socialist Peoples Party",8.6,1,16,2.1347,2.1035,2.1476,"(1989,1994]","Green/Ecologist"
435,"Switzerland",1979,"Radical Democratic Party",24,51,200,6.3249,8.0105,3.4159,"(1974,1979]","Liberal"
435,"Switzerland",1979,"Social Democratic Party of Switzerland",24.4,51,200,1.8319,1.7579,1.2281,"(1974,1979]","Social democracy"
435,"Switzerland",1979,"Greens",0.63,1,200,1.6886,1.7263,1.0316,"(1974,1979]","Green/Ecologist"
435,"Switzerland",1979,"Autonomous Socialist Party",1.7,1,200,1.3,1.4,3,"(1974,1979]","Communist/Socialist"
435,"Switzerland",1979,"Liberal Party of Switzerland",2.8,8,200,7.2961,8.477,4.2441,"(1974,1979]","Liberal"
435,"Switzerland",1979,"Catholic Conservative / Christian Democratic Peoples Party",21.3,44,200,4.7288,5.6421,7.1414,"(1974,1979]","Christian democracy"
435,"Switzerland",1979,"Republican Movement",0.6,1,200,8.8,5.9,8.5,"(1974,1979]","Right-wing"
435,"Switzerland",1979,"Protestant Peoples Party",2.2,3,200,4.9248,4.4498,7.5812,"(1974,1979]","Christian democracy"
435,"Switzerland",1979,"National Action -- Swiss Democrats",1.32,2,200,9.4247,6.2573,9.0409,"(1974,1979]","Right-wing"
435,"Switzerland",1979,"Swiss People's Party",11.6,23,200,7.3575,8.9684,8.3385,"(1974,1979]","Agrarian"
435,"Switzerland",1979,"Progressive Organisations of Switzerland",0.18,2,200,1.3,1.4,3,"(1974,1979]","Communist/Socialist"
435,"Switzerland",1979,"Swiss Party of Labour",0.44,3,200,0.5263,0.5835,1.6148,"(1974,1979]","Communist/Socialist"
435,"Switzerland",1979,"Independents Alliance",4.1,8,200,3.3,3.5,3.5,"(1974,1979]","Social democracy"
435,"Switzerland",1979,"Federal Democratic Union of Switzerland",0.3,0,200,8.6579,6.3816,9.4247,"(1974,1979]","Conservative"
435,"Switzerland",1979,"Agreement Jura",NA,1,200,NA,NA,NA,"(1974,1979]",NA
435,"Switzerland",1979,"one seat",NA,1,200,NA,NA,NA,"(1974,1979]",NA
436,"Iceland",1979,"no party affiliation",1.2,1,60,NA,NA,NA,"(1974,1979]",NA
436,"Iceland",1979,"Social Democratic Party",17.4,10,60,4.4444,3.5,3.5,"(1974,1979]","Social democracy"
436,"Iceland",1979,"Independence Party",35.4,21,60,7.4854,7.6316,4.0351,"(1974,1979]","Conservative"
436,"Iceland",1979,"People's Alliance",19.7,11,60,2.2222,1.4,3,"(1974,1979]","Communist/Socialist"
436,"Iceland",1979,"Progressive Party",24.9,17,60,5.0365,5.6579,3.8596,"(1974,1979]","Agrarian"
437,"Netherlands",1956,"Anti-Revolutionary Party",9.91,15,150,5.8067,5.6933,6.7724,"(1954,1959]","Christian democracy"
437,"Netherlands",1956,"Christian Historical Union",8.43,13,150,5.8067,5.6933,6.7724,"(1954,1959]","Christian democracy"
437,"Netherlands",1956,"Catholic Peoples Party",31.69,49,150,5.9473,5.8848,6.6882,"(1954,1959]","Christian democracy"
437,"Netherlands",1956,"Reformed Political League",0.65,0,150,8.1444,5.8,8.6364,"(1954,1959]","Conservative"
437,"Netherlands",1956,"Labour Party",32.69,50,150,3.6118,3.868,3.2028,"(1954,1959]","Social democracy"
437,"Netherlands",1956,"Communist Party of the Netherlands",4.75,7,150,0.8,1.4,3,"(1954,1959]","Communist/Socialist"
437,"Netherlands",1956,"Political Reformed Party",2.26,3,150,8.7531,6.3487,9.7744,"(1954,1959]","Conservative"
437,"Netherlands",1956,"People's Party for Freedom and Democracy",8.77,13,150,7.3482,7.8979,4.3887,"(1954,1959]","Liberal"
439,"Lithuania",1992,"Election Action of Lithuania's Poles",2.14,4,141,3.865,3.9,7.325,"(1989,1994]","Special issue"
439,"Lithuania",1992,"no party affiliation",NA,1,141,NA,NA,NA,"(1989,1994]",NA
439,"Lithuania",1992,"Young Lithuania",3.55,1,141,9.8,2.25,8.6,"(1989,1994]","Right-wing"
439,"Lithuania",1992,"Lithuanian National Union List",1.99,4,141,8.8,5.9,8.5,"(1989,1994]","Right-wing"
439,"Lithuania",1992,"Democratic Labour Party of Lithuania",43.98,73,141,3.3333,3.5,3.5,"(1989,1994]","Social democracy"
439,"Lithuania",1992,"Lithuanian Christian Democrats",12.61,18,141,6.2385,4.258,8.6845,"(1989,1994]","Christian democracy"
439,"Lithuania",1992,"Centre Union of Lithuania",2.52,2,141,4.8833,6.25,4.2,"(1989,1994]","Liberal"
439,"Lithuania",1992,"Homeland Union",21.17,30,141,7.4004,6.694,7.1939,"(1989,1994]","Conservative"
439,"Lithuania",1992,"Lithuanian Social Democratic Party -- 1989",6.05,8,141,4,3.5,3.5,"(1989,1994]","Social democracy"
439,"Lithuania",1992,"Lithuanian Liberty Union",1.51,0,141,7.8,0.75,8.75,"(1989,1994]","Right-wing"
439,"Lithuania",1992,"Lithuanian Liberty League",1.19,0,141,NA,NA,NA,"(1989,1994]","Special issue"
439,"Lithuania",1992,"National Progress Movement",1.07,0,141,NA,NA,NA,"(1989,1994]",NA
441,"Slovakia",2009,"Communist Party of Slovakia",1.65,NA,13,0.5275,0.937,4.5302,"(2004,2009]","Communist/Socialist"
441,"Slovakia",2009,"Slovak Democratic and Christian Union -- Democratic Party",16.98,2,13,7.3591,7.4401,5.0433,"(2004,2009]","Christian democracy"
441,"Slovakia",2009,"Direction -- Social Democracy",32.01,5,13,3.3799,3.5124,3.6548,"(2004,2009]","Social democracy"
441,"Slovakia",2009,"Hungarian Coalition",11.33,2,13,6.5005,6.0172,6.1761,"(2004,2009]","Conservative"
441,"Slovakia",2009,"Free Forum",1.57,NA,13,5.46,6.58,3.18,"(2004,2009]","Liberal"
441,"Slovakia",2009,"Green Party",2.11,NA,13,2.5,2.5,1.8,"(2004,2009]","Green/Ecologist"
441,"Slovakia",2009,"Slovak National Party",5.55,1,13,7.0198,4.5191,8.46,"(2004,2009]","Right-wing"
441,"Slovakia",2009,"Movement for a Democratic Slovakia",8.97,1,13,4.8914,4.8199,5.9161,"(2004,2009]","Conservative"
441,"Slovakia",2009,"Christian Democratic Movement",10.87,2,13,7.1082,6.9698,8.8217,"(2004,2009]","Christian democracy"
441,"Slovakia",2009,"Freedom and Solidarity",4.71,0,13,6,6.7,3.5,"(2004,2009]","Liberal"
441,"Slovakia",2009,"Civic Conservative Party",2.1,NA,13,8.4211,8.4211,8.4211,"(2004,2009]","Conservative"
442,"Belgium",1979,"Confederated ecologists for the organisation of original struggles",1.98,0,24,2.641,2.3887,1.3744,"(1974,1979]","Green/Ecologist"
442,"Belgium",1979,"People's Union",5.96,1,24,6.5321,5.8809,6.06,"(1974,1979]","Right-wing"
442,"Belgium",1979,"Liberal Reformist Party",6.85,2,24,6.8551,7.2667,4.4381,"(1974,1979]","Liberal"
442,"Belgium",1979,"Communist Party",2.68,0,24,1.4,1.4,3,"(1974,1979]","Communist/Socialist"
442,"Belgium",1979,"Flemish Christian Peoples Party",29.54,7,24,5.7667,5.5876,7.2083,"(1974,1979]","Christian democracy"
442,"Belgium",1979,"Francophone Democratic Front",7.62,2,24,6.1259,6.25,5.8,"(1974,1979]","Liberal"
442,"Belgium",1979,"Socialist Party",12.84,3,24,3.2459,3.0183,3.0805,"(1974,1979]","Social democracy"
442,"Belgium",1979,"Party of Liberty and Progress | Flemish Liberals and Democrats",9.41,2,24,7.0053,7.7639,3.7139,"(1974,1979]","Liberal"
442,"Belgium",1979,"Francophone Christian Social Party -- Humanist Democratic Centre",8.19,3,24,5.4974,5.3711,6.6409,"(1974,1979]","Christian democracy"
442,"Belgium",1979,"Socialist Party [Francophone]",10.58,4,24,2.9307,2.5938,3.1712,"(1974,1979]","Social democracy"
442,"Belgium",1979,"Agalev -- Green",1.43,0,24,2.5762,2.0089,1.0234,"(1974,1979]","Green/Ecologist"
445,"Germany",1990,"Alliance 90 / Greens -- Citizens' Movement",1.2,8,662,2.5,2.5,1.8,"(1989,1994]","Green/Ecologist"
445,"Germany",1990,"The Republicans",2.1,0,662,9.2752,6.1901,9.3871,"(1989,1994]","Right-wing"
445,"Germany",1990,"Free Democratic Party",11.1,79,662,5.9233,8.2173,3.0695,"(1989,1994]","Liberal"
445,"Germany",1990,"Social Democratic Party of Germany",33.5,239,662,3.6451,3.8443,3.9791,"(1989,1994]","Social democracy"
445,"Germany",1990,"Alliance 90 / Greens",3.8,0,662,2.9308,4.3268,1.3251,"(1989,1994]","Green/Ecologist"
445,"Germany",1990,"The Left / PDS",2.4,17,662,1.2152,1.0617,3.205,"(1989,1994]","Communist/Socialist"
445,"Germany",1990,"Christian Democratic Union",36.7,268,662,6.2503,6.3498,6.9333,"(1989,1994]","Christian democracy"
445,"Germany",1990,"Christian Social Union",7.1,51,662,7.2871,6.5615,7.8675,"(1989,1994]","Christian democracy"
446,"Luxembourg",1974,"Communist Party of Luxembourg",10.47,5,59,1.3,1.4,3,"(1969,1974]","Communist/Socialist"
446,"Luxembourg",1974,"Luxembourg Socialist Workers' Party",27,17,59,3.2895,3.9474,1.3158,"(1969,1974]","Social democracy"
446,"Luxembourg",1974,"Democratic Party",22.23,14,59,6.5789,7.3684,2.7632,"(1969,1974]","Liberal"
446,"Luxembourg",1974,"Social Democratic Party",9.2,5,59,3.3,3.5,3.5,"(1969,1974]","Social democracy"
446,"Luxembourg",1974,"Christian Social People's Party",27.85,18,59,6.4474,6.7105,7.5,"(1969,1974]","Christian democracy"
446,"Luxembourg",1974,"no seat",0.62,0,59,NA,NA,NA,"(1969,1974]",NA
447,"Germany",1969,"Free Democratic Party",5.8,30,496,5.9233,8.2173,3.0695,"(1964,1969]","Liberal"
447,"Germany",1969,"Social Democratic Party of Germany",42.7,224,496,3.6451,3.8443,3.9791,"(1964,1969]","Social democracy"
447,"Germany",1969,"Christian Democratic Union",36.6,193,496,6.2503,6.3498,6.9333,"(1964,1969]","Christian democracy"
447,"Germany",1969,"Christian Social Union",9.5,49,496,7.2871,6.5615,7.8675,"(1964,1969]","Christian democracy"
447,"Germany",1969,"National Democratic Party",4.3,0,496,9.8246,4.2105,9.4219,"(1964,1969]","Right-wing"
448,"Spain",2009,"Communist Party | United Left",3.71,2,50,2.0183,1.8937,1.7351,"(2004,2009]","Communist/Socialist"
448,"Spain",2009,"Union, Progress and Democracy",2.85,1,50,6,6.7,3.5,"(2004,2009]","Liberal"
448,"Spain",2009,"People's Alliance-Party",42.12,23,50,7.5969,7.619,7.8127,"(2004,2009]","Conservative"
448,"Spain",2009,"Internationalist Initiative -- Solidarity between Peoples",1.12,0,50,NA,NA,NA,"(2004,2009]","Special issue"
448,"Spain",2009,"For the Europe of the Peoples",5.1,2,50,NA,NA,NA,"(2004,2009]","Special issue"
448,"Spain",2009,"Spanish Socialist Workers Party",38.78,21,50,3.7377,4.0098,3.0399,"(2004,2009]","Social democracy"
448,"Spain",2009,"Europe of the People -- The Greens",2.49,1,50,2.5,2.5,1.8,"(2004,2009]","Green/Ecologist"
449,"Bulgaria",2007,"Democrats for a Strong Bulgaria",NA,1,18,7.85,7.83,4.5,"(2004,2009]","Conservative"
449,"Bulgaria",2007,"Attack",NA,1,18,5.46,3.25,9.17,"(2004,2009]","Right-wing"
449,"Bulgaria",2007,"National Movement Simeon II",NA,4,18,5.7567,5.8948,4.008,"(2004,2009]","Liberal"
449,"Bulgaria",2007,"United Democratic Forces",NA,2,18,6.9611,6.917,3.8431,"(2004,2009]","Conservative"
449,"Bulgaria",2007,"Coalition for Bulgaria | Democratic Left",NA,6,18,2.8982,2.9629,5.741,"(2004,2009]","Social democracy"
449,"Bulgaria",2007,"Movement for Rights and Freedoms",NA,3,18,4.5828,4.413,6.229,"(2004,2009]","Liberal"
449,"Bulgaria",2007,"Bulgarian People's Union",NA,1,18,5.8,6,5.44,"(2004,2009]","Conservative"
450,"Sweden",1956,"Moderate Party",17.1,42,231,7.8907,8.4089,5.6977,"(1954,1959]","Conservative"
450,"Sweden",1956,"Left Party (Communists)",5,6,231,1.5464,1.4121,2.4562,"(1954,1959]","Communist/Socialist"
450,"Sweden",1956,"People's Party",23.8,58,231,6.2906,7.3062,2.8515,"(1954,1959]","Liberal"
450,"Sweden",1956,"Social Democrats",44.6,106,231,3.4447,3.5655,4.4407,"(1954,1959]","Social democracy"
450,"Sweden",1956,"Centre Party",9.5,19,231,5.8084,5.9903,6.0583,"(1954,1959]","Agrarian"
450,"Sweden",1956,"Left Socialist Party",0,0,231,3.3,3.5,3.5,"(1954,1959]","Social democracy"
451,"New Zealand",1999,"ACT New Zealand",7.04,9,120,9.0263,8.9751,3.5,"(1994,1999]","Liberal"
451,"New Zealand",1999,"Christian Democrat Party / Future New Zealand",1.12,0,120,6.2,5.7,7.2,"(1994,1999]","Christian democracy"
451,"New Zealand",1999,"Labour Party",38.74,49,120,4.483,3.9889,3.5,"(1994,1999]","Social democracy"
451,"New Zealand",1999,"New Zealand First Party",4.26,5,120,6.0388,5.4386,7,"(1994,1999]","Conservative"
451,"New Zealand",1999,"United New Zealand",0.54,1,120,6.1219,6.3158,7,"(1994,1999]","Conservative"
451,"New Zealand",1999,"National Party",30.5,39,120,6.7193,7.2299,7,"(1994,1999]","Conservative"
451,"New Zealand",1999,"Green Party",5.16,7,120,1.7729,2.2438,1.8,"(1994,1999]","Green/Ecologist"
451,"New Zealand",1999,"Alliance",7.74,10,120,2.0757,1.1111,3.5,"(1994,1999]","Social democracy"
451,"New Zealand",1999,"Christian Heritage Party of New Zealand",2.38,0,120,6.2,5.7,7.2,"(1994,1999]","Christian democracy"
451,"New Zealand",1999,"Aotearoa Legalise Cannabis Party",1.1,0,120,NA,NA,NA,"(1994,1999]","Special issue"
452,"Austria",1979,"Freedom Party of Austria",6.1,11,183,8.3494,6.3291,8.5149,"(1974,1979]","Right-wing"
