"election_id","country","year","party_name","vote_share","seats","seats_total","left_right","state_market","liberty_authority","halfdecade","party_family"
36,"Iceland",2009,"Social Democratic Alliance",29.8,20,63,4.0789,4.2982,1.0088,"(2004,2009]","Social democracy"
36,"Iceland",2009,"Independence Party",23.7,16,63,7.4854,7.6316,4.0351,"(2004,2009]","Conservative"
36,"Iceland",2009,"Progressive Party",14.8,9,63,5.0365,5.6579,3.8596,"(2004,2009]","Agrarian"
37,"United Kingdom",1979,"Democratic Unionist Party",1.3,1,81,7.4,6.4,7,"(1974,1979]","Conservative"
37,"United Kingdom",1979,"Liberals",12.6,0,81,4.2875,4.1064,2.6109,"(1974,1979]","Liberal"
37,"United Kingdom",1979,"Conservatives",48.4,60,81,7.4261,7.5725,7.1901,"(1974,1979]","Conservative"
37,"United Kingdom",1979,"Social Democratic and Labour Party",1.1,1,81,3.3,3.5,3.5,"(1974,1979]","Social democracy"
37,"United Kingdom",1979,"Ulster Unionist Party",0.9,1,81,8.3,6.4,7,"(1974,1979]","Conservative"
37,"United Kingdom",1979,"Scottish National Party",1.9,1,81,3.5871,3.0627,3.9623,"(1974,1979]","Social democracy"
37,"United Kingdom",1979,"Labour",31.6,17,81,4.3562,4.5741,4.2779,"(1974,1979]","Social democracy"
38,"Spain",1986,"People's Alliance-Party",NA,17,60,7.5969,7.619,7.8127,"(1984,1989]","Conservative"
38,"Spain",1986,"Spanish Socialist Workers Party",NA,36,60,3.7377,4.0098,3.0399,"(1984,1989]","Social democracy"
38,"Spain",1986,"others",NA,7,60,NA,NA,NA,"(1984,1989]",NA
39,"Czech Republic",1992,"Movement for Self-Governing Democracy -- Society for Moravia and Silesia",5.87,14,200,NA,NA,NA,"(1989,1994]","Special issue"
39,"Czech Republic",1992,"Pensioners for a Secure Living",3.77,0,200,3.3,3.5,3.5,"(1989,1994]","Social democracy"
39,"Czech Republic",1992,"Christian Democratic Party",NA,10,200,8.1444,5.7,7.2,"(1989,1994]","Christian democracy"
39,"Czech Republic",1992,"Civic Movement | Free Democrats",4.59,0,200,4.1667,6.7,3.5,"(1989,1994]","Liberal"
39,"Czech Republic",1992,"Czech Social Democratic Party",6.53,16,200,3.0463,3.0031,4.2463,"(1989,1994]","Social democracy"
39,"Czech Republic",1992,"Civic Democratic Party",29.73,66,200,7.3637,7.8985,4.0087,"(1989,1994]","Conservative"
39,"Czech Republic",1992,"Rally for the Republic -- Republican Party of Czechoslovakia",5.98,14,200,9.7778,5.9,8.5,"(1989,1994]","Right-wing"
39,"Czech Republic",1992,"Civic Democratic Alliance",5.93,14,200,7.1111,6.7,3.5,"(1989,1994]","Liberal"
39,"Czech Republic",1992,"Communist Party of Bohemia and Moravia",14.05,35,200,0.7498,1.2243,6.4265,"(1989,1994]","Communist/Socialist"
39,"Czech Republic",1992,"Liberal Social Union",6.52,16,200,2.9667,6.7,3.5,"(1989,1994]","Liberal"
39,"Czech Republic",1992,"Christian Democratic Union -- People's Party",6.28,15,200,5.8099,6.0784,7.9119,"(1989,1994]","Christian democracy"
39,"Czech Republic",1992,"Czechoslovak Businessmen's, Traders' and Farmers' Party",3.15,0,200,6,6.7,3.5,"(1989,1994]","Liberal"
39,"Czech Republic",1992,"Club of committed Non-Party Members",2.69,0,200,6,6.7,3.5,"(1989,1994]","Liberal"
39,"Czech Republic",1992,"Independent Initiative",1.37,0,200,NA,NA,NA,"(1989,1994]",NA
39,"Czech Republic",1992,"Party of the Friends of Beer",1.3,0,200,NA,NA,NA,"(1989,1994]","Special issue"
39,"Czech Republic",1992,"Movement for Social Justice",1.08,0,200,3.3,3.5,3.5,"(1989,1994]","Social democracy"
40,"United Kingdom",1974,"Plaid Cymru",0.6,3,635,3.1183,2.6251,3.7107,"(1969,1974]","Special issue"
40,"United Kingdom",1974,"Democratic Unionist Party",NA,1,635,7.4,6.4,7,"(1969,1974]","Conservative"
40,"United Kingdom",1974,"Vanguard Unionist Progressive Party",NA,3,635,8.8,5.9,8.5,"(1969,1974]","Right-wing"
40,"United Kingdom",1974,"Liberals",18.3,13,635,4.2875,4.1064,2.6109,"(1969,1974]","Liberal"
40,"United Kingdom",1974,"Conservatives",35.8,277,635,7.4261,7.5725,7.1901,"(1969,1974]","Conservative"
40,"United Kingdom",1974,"Social Democratic and Labour Party",0.5,1,635,3.3,3.5,3.5,"(1969,1974]","Social democracy"
40,"United Kingdom",1974,"National Front",0.4,0,635,8.8,5.9,8.5,"(1969,1974]","Right-wing"
40,"United Kingdom",1974,"Ulster Unionist Party",NA,6,635,8.3,6.4,7,"(1969,1974]","Conservative"
40,"United Kingdom",1974,"Scottish National Party",2.9,11,635,3.5871,3.0627,3.9623,"(1969,1974]","Social democracy"
40,"United Kingdom",1974,"United Ulster Unionist Coalition",1.4,NA,635,NA,NA,NA,"(1969,1974]",NA
40,"United Kingdom",1974,"Labour",39.2,319,635,4.3562,4.5741,4.2779,"(1969,1974]","Social democracy"
40,"United Kingdom",1974,"no party affiliation",NA,1,635,NA,NA,NA,"(1969,1974]",NA
41,"Sweden",1964,"Christian Democrats",1.8,0,233,7.195,6.7938,7.9997,"(1959,1964]","Christian democracy"
41,"Sweden",1964,"Moderate Party",13.7,32,233,7.8907,8.4089,5.6977,"(1959,1964]","Conservative"
41,"Sweden",1964,"Citizens Coalition",1.5,3,233,7.4,6.4,7,"(1959,1964]","Conservative"
41,"Sweden",1964,"Left Party (Communists)",5.2,8,233,1.5464,1.4121,2.4562,"(1959,1964]","Communist/Socialist"
41,"Sweden",1964,"People's Party",17,42,233,6.2906,7.3062,2.8515,"(1959,1964]","Liberal"
41,"Sweden",1964,"Social Democrats",47.3,113,233,3.4447,3.5655,4.4407,"(1959,1964]","Social democracy"
41,"Sweden",1964,"Middle Parties",0.3,2,233,6,6.7,3.5,"(1959,1964]","Liberal"
41,"Sweden",1964,"Centre Party",13.2,33,233,5.8084,5.9903,6.0583,"(1959,1964]","Agrarian"
42,"Spain",1977,"Union of Centre and Christian Democracy of Catalonia",0.95,2,350,6.2,5.7,7.2,"(1974,1979]","Christian democracy"
42,"Spain",1977,"Communist Party | United Left",9.35,19,350,2.0183,1.8937,1.7351,"(1974,1979]","Communist/Socialist"
42,"Spain",1977,"Union of the Democratic Centre",34.52,166,350,7.1,6.7,3.5,"(1974,1979]","Liberal"
42,"Spain",1977,"People's Alliance-Party",8.23,16,350,7.5969,7.619,7.8127,"(1974,1979]","Conservative"
42,"Spain",1977,"Republican Left of Catalonia",0.79,1,350,3.1072,2.9073,2.7325,"(1974,1979]","Special issue"
42,"Spain",1977,"Convergence and Union",2.82,11,350,6.2564,6.3998,6.1104,"(1974,1979]","Conservative"
42,"Spain",1977,"Spanish Socialist Workers Party",29.39,118,350,3.7377,4.0098,3.0399,"(1974,1979]","Social democracy"
42,"Spain",1977,"Basque Left",0.34,1,350,2.4,1.4,3,"(1974,1979]","Communist/Socialist"
42,"Spain",1977,"Aragonese Regionalist Party",0.2,1,350,7.1909,6.2727,5.9583,"(1974,1979]","Special issue"
42,"Spain",1977,"Basque Nationalist Party",1.62,8,350,6.2144,5.7468,6.5139,"(1974,1979]","Christian democracy"
42,"Spain",1977,"others",0.16,1,350,NA,NA,NA,"(1974,1979]",NA
42,"Spain",1977,"People's Socialist Party",4.47,6,350,4.2083,4.2273,3.7083,"(1974,1979]","Communist/Socialist"
42,"Spain",1977,"Electoral Coalition of Christian Democratic Team",1.18,0,350,6.2,5.7,7.2,"(1974,1979]","Christian democracy"
43,"Ireland",1987,"no party affiliation",NA,3,166,NA,NA,NA,"(1984,1989]",NA
43,"Ireland",1987,"Fianna Fail",44.15,81,166,6.0713,5.8991,6.9898,"(1984,1989]","Conservative"
43,"Ireland",1987,"Labour Party",6.45,12,166,3.6252,3.353,3.1071,"(1984,1989]","Social democracy"
43,"Ireland",1987,"Democratic Socialist Party",0.42,1,166,3.3,3.5,3.5,"(1984,1989]","Social democracy"
43,"Ireland",1987,"Sinn Fein The Workers' Party",3.79,4,166,1.3,1.4,3,"(1984,1989]","Communist/Socialist"
43,"Ireland",1987,"Progressive Democrats",11.85,14,166,8.0109,8.3901,3.7011,"(1984,1989]","Liberal"
43,"Ireland",1987,"Fine Gael (Familiy of the Irish)",27.07,51,166,6.4372,6.1603,5.787,"(1984,1989]","Christian democracy"
43,"Ireland",1987,"Sinn Fein",1.85,0,166,2.7935,2.0316,4.5005,"(1984,1989]","Communist/Socialist"
44,"Spain",1994,"Communist Party | United Left",13.6,9,64,2.0183,1.8937,1.7351,"(1989,1994]","Communist/Socialist"
44,"Spain",1994,"Democratic and Social Centre",1,0,64,6.2,5.7,7.2,"(1989,1994]","Christian democracy"
44,"Spain",1994,"People's Alliance-Party",40.59,28,64,7.5969,7.619,7.8127,"(1989,1994]","Conservative"
44,"Spain",1994,"For the Europe of the Peoples",1.3,0,64,NA,NA,NA,"(1989,1994]","Special issue"
44,"Spain",1994,"Convergence and Union",4.72,3,64,6.2564,6.3998,6.1104,"(1989,1994]","Conservative"
44,"Spain",1994,"Spanish Socialist Workers Party",31.14,22,64,3.7377,4.0098,3.0399,"(1989,1994]","Social democracy"
44,"Spain",1994,"European-Nationalist Coalition",2.82,2,64,NA,NA,NA,"(1989,1994]","Special issue"
45,"Austria",2004,"Freedom Party of Austria",6.31,1,18,8.3494,6.3291,8.5149,"(1999,2004]","Right-wing"
45,"Austria",2004,"Hans-Peter Martin's List",13.98,2,18,4.2,5,3.4,"(1999,2004]","Special issue"
45,"Austria",2004,"Communist Party of Austria",0.78,0,18,0.5,1.4,3,"(1999,2004]","Communist/Socialist"
45,"Austria",2004,"Social Democratic Party of Austria",33.33,7,18,3.7293,3.4728,3.4766,"(1999,2004]","Social democracy"
45,"Austria",2004,"Austrian People's Party",32.7,6,18,6.4733,6.9485,7.6198,"(1999,2004]","Christian democracy"
45,"Austria",2004,"The Greens -- The Green Alternative",12.89,2,18,2.4604,2.7489,1.4308,"(1999,2004]","Green/Ecologist"
46,"Ireland",1989,"Fianna Fail",31.5,6,15,6.0713,5.8991,6.9898,"(1984,1989]","Conservative"
46,"Ireland",1989,"Labour Party",9.5,1,15,3.6252,3.353,3.1071,"(1984,1989]","Social democracy"
46,"Ireland",1989,"Sinn Fein The Workers' Party",7.5,1,15,1.3,1.4,3,"(1984,1989]","Communist/Socialist"
46,"Ireland",1989,"Progressive Democrats",11.9,1,15,8.0109,8.3901,3.7011,"(1984,1989]","Liberal"
46,"Ireland",1989,"Fine Gael (Familiy of the Irish)",21.6,4,15,6.4372,6.1603,5.787,"(1984,1989]","Christian democracy"
46,"Ireland",1989,"Green Party",3.8,0,15,2.435,2.462,2.1754,"(1984,1989]","Green/Ecologist"
46,"Ireland",1989,"Sinn Fein",2.3,0,15,2.7935,2.0316,4.5005,"(1984,1989]","Communist/Socialist"
46,"Ireland",1989,"Independent Fianna Fail",3.24,1,15,7.4,6.4,7,"(1984,1989]","Conservative"
46,"Ireland",1989,"Independent -- Thomas (TJ) Maher",3.4,1,15,NA,NA,NA,"(1984,1989]",NA
47,"Ireland",1981,"no party affiliation",NA,4,166,NA,NA,NA,"(1979,1984]",NA
47,"Ireland",1981,"Fianna Fail",45.26,78,166,6.0713,5.8991,6.9898,"(1979,1984]","Conservative"
47,"Ireland",1981,"Labour Party",9.89,15,166,3.6252,3.353,3.1071,"(1979,1984]","Social democracy"
47,"Ireland",1981,"Sinn Fein The Workers' Party",1.72,1,166,1.3,1.4,3,"(1979,1984]","Communist/Socialist"
47,"Ireland",1981,"Anti H-Block",2.429,2,166,NA,NA,NA,"(1979,1984]","Special issue"
47,"Ireland",1981,"Fine Gael (Familiy of the Irish)",36.46,65,166,6.4372,6.1603,5.787,"(1979,1984]","Christian democracy"
47,"Ireland",1981,"no seat",0.03,0,166,NA,NA,NA,"(1979,1984]",NA
47,"Ireland",1981,"one seat",0.41,1,166,NA,NA,NA,"(1979,1984]",NA
48,"Sweden",1985,"Christian Democrats",NA,1,349,7.195,6.7938,7.9997,"(1984,1989]","Christian democracy"
48,"Sweden",1985,"Moderate Party",21.3,76,349,7.8907,8.4089,5.6977,"(1984,1989]","Conservative"
48,"Sweden",1985,"Left Party (Communists)",5.4,19,349,1.5464,1.4121,2.4562,"(1984,1989]","Communist/Socialist"
48,"Sweden",1985,"People's Party",14.2,51,349,6.2906,7.3062,2.8515,"(1984,1989]","Liberal"
48,"Sweden",1985,"Social Democrats",44.7,159,349,3.4447,3.5655,4.4407,"(1984,1989]","Social democracy"
48,"Sweden",1985,"Greens",1.5,0,349,3.3789,3.3866,2.5198,"(1984,1989]","Green/Ecologist"
48,"Sweden",1985,"Centre Party",12.4,43,349,5.8084,5.9903,6.0583,"(1984,1989]","Agrarian"
49,"Romania",1996,"Romanian Democratic Convention",30.17,NA,343,6.29,6.71,4.43,"(1994,1999]","Christian democracy"
49,"Romania",1996,"Democratic Party",12.93,43,343,5.3875,5.1868,3.9647,"(1994,1999]","Liberal"
49,"Romania",1996,"Romanian ethnic minorities parties",NA,15,343,NA,NA,NA,"(1994,1999]",NA
49,"Romania",1996,"Socialist Party of Labour",2.15,0,343,5.5556,1.4,3,"(1994,1999]","Communist/Socialist"
49,"Romania",1996,"Romanian National Unity Party",4.36,18,343,5.5556,5.9,8.5,"(1994,1999]","Right-wing"
49,"Romania",1996,"Greater Romania Party",4.46,19,343,6.6618,2.1497,9.5131,"(1994,1999]","Right-wing"
49,"Romania",1996,"Romanian Ecologist Party",NA,5,343,2.5,2.5,1.8,"(1994,1999]","Green/Ecologist"
49,"Romania",1996,"Party of the Civic Alliance",1.57,0,343,4.4444,6.7,3.5,"(1994,1999]","Liberal"
49,"Romania",1996,"Christian-Democratic National Peasants' Party",NA,83,343,5.5341,4.9393,6.8421,"(1994,1999]","Christian democracy"
49,"Romania",1996,"Democratic Union of Hungarians in Romania",6.64,25,343,6.016,5.9825,3.8813,"(1994,1999]","Conservative"
49,"Romania",1996,"National Liberal Party",NA,25,343,6.0543,7.245,3.5474,"(1994,1999]","Liberal"
49,"Romania",1996,"Social Democratic Party",21.77,91,343,3.2325,2.4518,6.2794,"(1994,1999]","Social democracy"
49,"Romania",1996,"Romanian Social Democratic Party",NA,10,343,3.3,3.5,3.5,"(1994,1999]","Social democracy"
49,"Romania",1996,"Romanian Ecological Movement",NA,1,343,2.5,2.5,1.8,"(1994,1999]","Green/Ecologist"
49,"Romania",1996,"Alternative Party of Romania",NA,3,343,7.4,6.4,7,"(1994,1999]","Conservative"
49,"Romania",1996,"National Liberal Party -- Democratic Convention",NA,5,343,7.4,6.4,7,"(1994,1999]","Conservative"
49,"Romania",1996,"Socialist Party",2.29,0,343,1.3,1.4,3,"(1994,1999]","Communist/Socialist"
49,"Romania",1996,"Romanian Socialist Party of Workers",1.73,0,343,1.3,1.4,3,"(1994,1999]","Communist/Socialist"
49,"Romania",1996,"Party of Pensioners of Romania",1.44,0,343,NA,NA,NA,"(1994,1999]","Special issue"
50,"Czech Republic",2006,"Green Party",6.29,6,200,4.123,3.8917,1.8596,"(2004,2009]","Green/Ecologist"
50,"Czech Republic",2006,"Czech Social Democratic Party",32.32,74,200,3.0463,3.0031,4.2463,"(2004,2009]","Social democracy"
50,"Czech Republic",2006,"Civic Democratic Party",35.38,81,200,7.3637,7.8985,4.0087,"(2004,2009]","Conservative"
50,"Czech Republic",2006,"Communist Party of Bohemia and Moravia",12.81,26,200,0.7498,1.2243,6.4265,"(2004,2009]","Communist/Socialist"
50,"Czech Republic",2006,"Christian Democratic Union -- People's Party",7.22,13,200,5.8099,6.0784,7.9119,"(2004,2009]","Christian democracy"
50,"Czech Republic",2006,"SNK European Democrats",2.08,0,200,6.0929,6.5934,3.4947,"(2004,2009]","Liberal"
51,"Netherlands",1972,"Middle Party",0.56,0,150,7.4,6.4,7,"(1969,1974]","Conservative"
51,"Netherlands",1972,"Anti-Revolutionary Party",8.84,14,150,5.8067,5.6933,6.7724,"(1969,1974]","Christian democracy"
51,"Netherlands",1972,"Radical Political Party",4.8,7,150,1.6,2.5,1.8,"(1969,1974]","Green/Ecologist"
51,"Netherlands",1972,"Democrats 66",4.15,6,150,4.5066,4.9917,1.7625,"(1969,1974]","Liberal"
51,"Netherlands",1972,"Democratic Socialists 70",4.12,6,150,3.8433,3.9133,3.5288,"(1969,1974]","Conservative"
51,"Netherlands",1972,"Christian Historical Union",4.79,7,150,5.8067,5.6933,6.7724,"(1969,1974]","Christian democracy"
51,"Netherlands",1972,"Catholic Peoples Party",17.65,27,150,5.9473,5.8848,6.6882,"(1969,1974]","Christian democracy"
51,"Netherlands",1972,"Reformed Political League",1.77,2,150,8.1444,5.8,8.6364,"(1969,1974]","Conservative"
51,"Netherlands",1972,"Labour Party",27.34,43,150,3.6118,3.868,3.2028,"(1969,1974]","Social democracy"
51,"Netherlands",1972,"Communist Party of the Netherlands",4.47,7,150,0.8,1.4,3,"(1969,1974]","Communist/Socialist"
51,"Netherlands",1972,"Political Reformed Party",2.21,3,150,8.7531,6.3487,9.7744,"(1969,1974]","Conservative"
51,"Netherlands",1972,"People's Party for Freedom and Democracy",14.45,22,150,7.3482,7.8979,4.3887,"(1969,1974]","Liberal"
51,"Netherlands",1972,"Pacifist Socialist Party",1.5,2,150,0.6,1.4,3,"(1969,1974]","Communist/Socialist"
51,"Netherlands",1972,"Farmers Party",1.94,3,150,5.3,4.9,6.5,"(1969,1974]","Agrarian"
51,"Netherlands",1972,"one seat",0.92,1,150,NA,NA,NA,"(1969,1974]",NA
52,"Latvia",2006,"Social Democratic Welfare Party",2.08,0,100,3.3,3.5,3.5,"(2004,2009]","Social democracy"
52,"Latvia",2006,"Green and Farmers' Union",16.71,18,100,5.2632,5.3947,6.1184,"(2004,2009]","Agrarian"
52,"Latvia",2006,"National Alliance / For Fatherland and Freedom / LNNK",6.94,8,100,8.2588,6.4433,7.4251,"(2004,2009]","Right-wing"
52,"Latvia",2006,"Latvian First Party / Latvian Way Party",8.58,10,100,7.4,6.4,7,"(2004,2009]","Conservative"
52,"Latvia",2006,"All For Latvia!",1.48,0,100,7.4,6.4,7,"(2004,2009]","Conservative"
52,"Latvia",2006,"People's Party",19.56,23,100,7.7544,7.7942,6.1316,"(2004,2009]","Conservative"
52,"Latvia",2006,"Harmony",14.42,17,100,3,3.25,4.25,"(2004,2009]","Social democracy"
52,"Latvia",2006,"New Democrats",1.27,0,100,7.4,6.4,7,"(2004,2009]","Conservative"
52,"Latvia",2006,"New Era",16.38,18,100,7.3026,7.0789,5.6407,"(2004,2009]","Conservative"
52,"Latvia",2006,"For Human Rights in a United Latvia",6.03,6,100,1.25,2.1093,5.5837,"(2004,2009]","Social democracy"
52,"Latvia",2006,"Latvian Social Democratic Workers' Party",3.5,0,100,2.5,2.625,6.835,"(2004,2009]","Social democracy"
53,"Japan",1976,"New Liberal Club",4.18,17,511,7.4,6.4,7,"(1974,1979]","Conservative"
53,"Japan",1976,"Komeito Party",10.91,55,511,5.6871,4.4549,6.25,"(1974,1979]","Conservative"
53,"Japan",1976,"no party affiliation",5.7,21,511,NA,NA,NA,"(1974,1979]",NA
53,"Japan",1976,"Japan Socialist Party",20.69,123,511,2.6344,4.1367,3.121,"(1974,1979]","Social democracy"
53,"Japan",1976,"Democratic Socialist Party",6.28,29,511,6.1556,3.5,3.5,"(1974,1979]","Social democracy"
53,"Japan",1976,"Liberal Democratic Party",41.78,249,511,8.0252,4.8094,7.7747,"(1974,1979]","Conservative"
53,"Japan",1976,"Japan Communist Party",10.38,17,511,1.148,4.072,4.032,"(1974,1979]","Communist/Socialist"
54,"Sweden",1995,"Moderate Party",NA,5,22,7.8907,8.4089,5.6977,"(1994,1999]","Conservative"
54,"Sweden",1995,"Left Party (Communists)",NA,1,22,1.5464,1.4121,2.4562,"(1994,1999]","Communist/Socialist"
54,"Sweden",1995,"People's Party",NA,2,22,6.2906,7.3062,2.8515,"(1994,1999]","Liberal"
54,"Sweden",1995,"Social Democrats",NA,11,22,3.4447,3.5655,4.4407,"(1994,1999]","Social democracy"
54,"Sweden",1995,"Greens",NA,1,22,3.3789,3.3866,2.5198,"(1994,1999]","Green/Ecologist"
54,"Sweden",1995,"Centre Party",NA,2,22,5.8084,5.9903,6.0583,"(1994,1999]","Agrarian"
55,"Sweden",1995,"Christian Democrats",3.9,0,22,7.195,6.7938,7.9997,"(1994,1999]","Christian democracy"
55,"Sweden",1995,"Moderate Party",23.2,5,22,7.8907,8.4089,5.6977,"(1994,1999]","Conservative"
55,"Sweden",1995,"Left Party (Communists)",12.9,3,22,1.5464,1.4121,2.4562,"(1994,1999]","Communist/Socialist"
55,"Sweden",1995,"People's Party",4.8,1,22,6.2906,7.3062,2.8515,"(1994,1999]","Liberal"
55,"Sweden",1995,"Social Democrats",28.1,7,22,3.4447,3.5655,4.4407,"(1994,1999]","Social democracy"
55,"Sweden",1995,"Greens",17.2,4,22,3.3789,3.3866,2.5198,"(1994,1999]","Green/Ecologist"
55,"Sweden",1995,"Centre Party",7.2,2,22,5.8084,5.9903,6.0583,"(1994,1999]","Agrarian"
55,"Sweden",1995,"Sarajevo List",1,0,22,NA,NA,NA,"(1994,1999]","Special issue"
56,"New Zealand",1984,"Labour Party",42.98,56,95,4.483,3.9889,3.5,"(1979,1984]","Social democracy"
56,"New Zealand",1984,"National Party",35.89,37,95,6.7193,7.2299,7,"(1979,1984]","Conservative"
56,"New Zealand",1984,"Social Credit | Democratic Party",7.63,2,95,5.6,NA,NA,"(1979,1984]","Special issue"
56,"New Zealand",1984,"New Zealand Party",12.25,0,95,6,6.7,3.5,"(1979,1984]","Liberal"
57,"Japan",1993,"Socialist Democratic Federation",0.73,4,511,3.3,3.5,3.5,"(1989,1994]","Social democracy"
57,"Japan",1993,"Japan Renewal Party",10.1,55,511,8.2556,6.4,7,"(1989,1994]","Conservative"
57,"Japan",1993,"Komeito Party",8.14,51,511,5.6871,4.4549,6.25,"(1989,1994]","Conservative"
57,"Japan",1993,"no party affiliation",6.85,30,511,NA,NA,NA,"(1989,1994]",NA
57,"Japan",1993,"Japan Socialist Party",15.43,70,511,2.6344,4.1367,3.121,"(1989,1994]","Social democracy"
57,"Japan",1993,"Democratic Socialist Party",3.51,15,511,6.1556,3.5,3.5,"(1989,1994]","Social democracy"
57,"Japan",1993,"New Party Sakigake",2.64,13,511,7.4,6.4,7,"(1989,1994]","Conservative"
57,"Japan",1993,"Liberal Democratic Party",36.62,223,511,8.0252,4.8094,7.7747,"(1989,1994]","Conservative"
57,"Japan",1993,"Japan New Party",8.05,35,511,8.2556,6.7,3.5,"(1989,1994]","Liberal"
57,"Japan",1993,"Japan Communist Party",7.7,15,511,1.148,4.072,4.032,"(1989,1994]","Communist/Socialist"
58,"Netherlands",1994,"Centre Democrats",1.05,0,31,9.4097,8.5714,9.25,"(1989,1994]","Right-wing"
58,"Netherlands",1994,"Christian Democratic Appeal",30.77,10,31,5.9376,5.8848,6.6882,"(1989,1994]","Christian democracy"
58,"Netherlands",1994,"Democrats 66",11.66,4,31,4.5066,4.9917,1.7625,"(1989,1994]","Liberal"
58,"Netherlands",1994,"Socialist Party",1.34,0,31,1.3682,1.0421,4.2099,"(1989,1994]","Communist/Socialist"
58,"Netherlands",1994,"Labour Party",22.88,8,31,3.6118,3.868,3.2028,"(1989,1994]","Social democracy"
58,"Netherlands",1994,"GreenLeft",3.74,1,31,2.0454,2.1108,1.644,"(1989,1994]","Green/Ecologist"
58,"Netherlands",1994,"People's Party for Freedom and Democracy",17.91,6,31,7.3482,7.8979,4.3887,"(1989,1994]","Liberal"
58,"Netherlands",1994,"Reformatory Political Federation / Reformed Political League / Political Reformed Party",7.81,2,31,7.4,6.4,7,"(1989,1994]","Conservative"
58,"Netherlands",1994,"The Greens",2.35,0,31,2.5,2.5,1.8,"(1989,1994]","Green/Ecologist"
